,PropertyID,SaleDate,Town,Bedrooms,Bathroom,PropertyType,DistanceFromCBD,CarSpaces,Gardensqm,Landsqm,floorsqm,YearBuilt,Region,TownDensity,SalePrice
4084,7060,23/09/2017,Denver,3,2.0,House,6.3,2.0,,277.0,,,ZoneC,6543.0,1300000.0
4085,7477,21/10/2017,Chipping Norton,3,2.0,House,9.7,2.0,,,,1996.0,ZoneB,7809.0,1100000.0
4086,2695,27/06/2016,Osbourne Park,2,1.0,House,6.9,2.0,,435.0,,1920.0,ZoneC,6232.0,956000.0
4087,431,18/06/2016,Kings Park,4,2.0,House,13.0,4.0,284.0,736.0,284.0,1950.0,ZoneB,6795.0,1910000.0
4088,2724,04/06/2016,Malabar,3,,House,5.5,,,,,,ZoneA,11364.0,905000.0
4089,5206,01/07/2017,Waverly,4,3.0,Terrace,10.3,2.0,239.0,345.0,239.0,2001.0,ZoneB,6938.0,1731000.0
4090,2103,03/09/2016,Denistone,2,1.0,Flat,13.7,1.0,,832.0,,,ZoneB,5454.0,720000.0
4091,3958,18/06/2016,Heckenberg,1,1.0,Flat,3.3,1.0,,607.0,,,ZoneB,14887.0,612000.0
4092,9344,17/03/2018,Chester Hill,2,,Flat,3.5,,,,,,ZoneB,8648.0,1300000.0
4093,7691,28/10/2017,Greenwich,2,1.0,House,5.2,,,165.0,,1900.0,ZoneA,11918.0,850000.0
4094,6659,16/09/2017,Pennant Hills,3,2.0,House,7.7,2.0,,593.0,,1991.0,ZoneB,8920.0,2770000.0
4095,2753,10/12/2016,Malabar,4,1.0,House,5.5,2.0,,0.0,,,ZoneA,11364.0,1340000.0
4096,8888,03/03/2018,Waverly,5,3.0,House,10.3,2.0,,651.0,,1920.0,ZoneB,6938.0,2500000.0
4097,2360,04/06/2016,Wapping,3,2.0,Flat,5.6,2.0,141.0,0.0,141.0,1950.0,ZoneB,10331.0,882000.0
4098,1185,07/05/2016,Pennant Hills,3,2.0,House,7.8,2.0,131.0,1133.0,131.0,1930.0,ZoneB,8920.0,2325000.0
4099,1415,04/03/2017,Chiswick,3,2.0,House,7.8,3.0,110.0,370.0,110.0,1920.0,ZoneA,11204.0,1000000.0
4100,8250,25/11/2017,Preston,3,,House,13.8,,,,,,ZoneB,10969.0,1050000.0
4101,8463,06/01/2018,Chiswick,3,,Terrace,6.7,,,,,,ZoneA,11204.0,795000.0
4102,5640,24/06/2017,Denistone,2,1.0,Terrace,13.8,1.0,100.0,348.0,100.0,1992.0,ZoneB,5454.0,1285000.0
4103,4302,03/12/2016,Denver,2,1.0,Terrace,7.0,1.0,2.0,0.0,2.0,1980.0,ZoneC,6543.0,650000.0
4104,854,28/05/2016,Double Bay,4,2.0,House,11.2,2.0,,687.0,,,ZoneB,10579.0,2750000.0
4105,792,15/10/2016,Double Bay,2,1.0,Flat,11.2,1.0,80.0,0.0,80.0,1920.0,ZoneB,10579.0,756000.0
4106,3586,26/07/2016,Kellyville,2,1.0,Flat,11.2,1.0,,82.0,,1970.0,ZoneA,21650.0,240000.0
4107,6764,16/09/2017,Heckenberg,3,1.0,House,2.7,,110.0,174.0,110.0,1900.0,ZoneB,14887.0,1305000.0
4108,5260,01/07/2017,Fairfield,3,,Terrace,8.4,,,,,,ZoneA,14577.0,965000.0
4109,4569,20/05/2017,Double Bay,4,3.0,House,11.2,2.0,,402.0,,,ZoneB,10579.0,2415000.0
4110,4061,07/11/2016,Penrith,2,,Flat,6.1,,,,,,ZoneB,13240.0,697500.0
4111,1134,27/11/2016,Greenwich,1,1.0,Flat,5.2,1.0,,0.0,,,ZoneA,11918.0,240000.0
4112,4293,03/09/2016,Denver,3,2.0,House,7.0,1.0,147.0,448.0,147.0,1940.0,ZoneC,6543.0,1000000.0
4113,1910,22/08/2016,Newcastle,2,1.0,Terrace,9.2,1.0,1143.0,0.0,1143.0,,ZoneB,10412.0,600000.0
4114,2644,13/08/2016,Osbourne Park,3,1.0,House,6.9,2.0,,572.0,,,ZoneC,6232.0,1100000.0
4115,1807,03/12/2016,Newcastle,4,2.0,House,9.2,1.0,183.0,739.0,183.0,2002.0,ZoneB,10412.0,1998000.0
4116,4082,12/06/2016,Penrith,2,1.0,Flat,6.1,1.0,,7458.0,,,ZoneB,13240.0,571000.0
4117,4868,08/04/2017,Osbourne Park,2,1.0,Flat,6.9,1.0,70.0,0.0,70.0,2005.0,ZoneC,6232.0,439000.0
4118,1285,03/12/2016,Carlingford,3,1.0,House,11.4,1.0,,808.0,,,ZoneB,7822.0,1620000.0
4119,8233,25/11/2017,Chipping Norton,5,,House,9.7,,,,,,ZoneB,7809.0,2600000.0
4120,1119,24/09/2016,Greenwich,2,1.0,Flat,5.2,1.0,74.0,0.0,74.0,2004.0,ZoneA,11918.0,590000.0
4121,2083,27/11/2016,Enfield,3,,House,13.0,,,,,,ZoneA,8870.0,410000.0
4122,3867,03/12/2016,Heckenberg,3,2.0,Flat,3.3,2.0,,0.0,,1968.0,ZoneB,14887.0,1880000.0
4123,6933,23/09/2017,Greenwich,1,1.0,Flat,5.2,1.0,,,,1970.0,ZoneA,11918.0,402000.0
4124,4399,28/05/2016,Denver,3,1.0,House,7.0,2.0,119.0,463.0,119.0,1900.0,ZoneC,6543.0,1460000.0
4125,3158,10/09/2016,Fairfield,3,,House,8.8,,,,,,ZoneA,14577.0,962000.0
4126,4069,10/09/2016,Penrith,2,1.0,Flat,6.1,2.0,,1676.0,,,ZoneB,13240.0,560000.0
4127,3288,28/08/2016,Fairfield,3,2.0,House,8.8,2.0,123.0,463.0,123.0,1920.0,ZoneA,14577.0,1162500.0
4128,183,22/05/2016,Oyster Bay,4,3.0,House,9.7,2.0,,596.0,,,ZoneB,5682.0,2900000.0
4129,6092,15/07/2017,Carlingford,2,1.0,Flat,10.1,1.0,68.0,2048.0,68.0,1960.0,ZoneB,7822.0,430000.0
4130,381,08/10/2016,Kings Park,3,1.0,House,13.0,2.0,,627.0,,,ZoneB,6795.0,1135000.0
4131,1271,28/05/2016,Pennant Hills,5,3.0,House,7.8,2.0,282.0,603.0,282.0,1980.0,ZoneB,8920.0,2125000.0
4132,9111,17/02/2018,Carlingford,1,,Flat,10.1,,,,,,ZoneB,7822.0,350000.0
4133,9513,24/02/2018,Denistone,2,,Flat,13.8,,,,,,ZoneB,5454.0,615000.0
4134,2188,26/07/2016,Denistone,2,1.0,Flat,13.7,2.0,,3414.0,,,ZoneB,5454.0,738000.0
4135,2757,12/06/2016,Malabar,2,1.0,House,5.5,2.0,,238.0,,,ZoneA,11364.0,1112000.0
4136,8637,09/12/2017,Granville,3,,Flat,7.5,,,,,,ZoneC,9264.0,385000.0
4137,9493,24/02/2018,Newcastle,3,,Terrace,7.3,,,,,,ZoneB,10412.0,1360000.0
4138,6143,15/07/2017,Heckenberg,1,1.0,Flat,2.7,1.0,,10.0,,1960.0,ZoneB,14887.0,401500.0
4139,9145,17/02/2018,Osbourne Park,4,2.0,House,6.2,1.0,159.0,452.0,159.0,1910.0,ZoneC,6232.0,1550000.0
4140,2309,23/04/2016,Hillbrow,2,1.0,Flat,4.6,3.0,70.0,0.0,70.0,1965.0,ZoneB,11308.0,665000.0
4141,6483,09/09/2017,Oyster Bay,2,1.0,Flat,7.9,2.0,,,,,ZoneB,5682.0,590000.0
4142,7466,21/10/2017,Tempe,2,,Flat,4.3,,,,,,ZoneC,6567.0,515000.0
4143,6556,09/09/2017,Malabar,3,1.0,House,5.3,1.0,,272.0,,1950.0,ZoneA,11364.0,1341500.0
4144,2280,17/09/2016,Hillbrow,5,4.0,House,4.6,3.0,435.0,1275.0,435.0,1930.0,ZoneB,11308.0,4250000.0
4145,6585,09/09/2017,Kellyville,2,1.0,Terrace,12.0,1.0,,,,2008.0,ZoneA,21650.0,580000.0
4146,6683,16/09/2017,Newcastle,2,1.0,Flat,7.3,1.0,,,,,ZoneB,10412.0,504000.0
4147,7882,11/11/2017,Chipping Norton,3,1.0,House,9.7,2.0,,1208.0,,,ZoneB,7809.0,2200000.0
4148,37,12/11/2016,Tempe,1,1.0,Flat,5.9,1.0,58.0,0.0,58.0,1972.0,ZoneC,6567.0,390000.0
4149,3397,10/12/2016,Kellyville,3,1.0,House,11.2,2.0,558.0,564.0,558.0,1960.0,ZoneA,21650.0,810000.0
4150,8024,11/11/2017,Denver,4,2.0,House,6.3,2.0,122.0,464.0,122.0,1950.0,ZoneC,6543.0,850000.0
4151,63,19/11/2016,Tempe,3,2.0,Terrace,5.9,2.0,160.0,318.0,160.0,2013.0,ZoneC,6567.0,1050000.0
4152,54,17/09/2016,Tempe,4,2.0,House,5.9,2.0,180.0,597.0,180.0,1939.0,ZoneC,6567.0,1480000.0
4153,4108,16/07/2016,Penrith,3,2.0,Terrace,6.1,2.0,200.0,0.0,200.0,2000.0,ZoneB,13240.0,1295000.0
4154,3595,27/06/2016,Kellyville,3,,House,11.2,,,,,,ZoneA,21650.0,500000.0
4155,7057,23/09/2017,Leichhardt,4,2.0,House,7.0,3.0,,,,,ZoneA,8870.0,1600000.0
4156,2902,12/11/2016,Haberfield,3,1.0,House,9.9,2.0,132.0,422.0,132.0,1950.0,ZoneA,7485.0,835000.0
4157,9066,10/03/2018,Hillbrow,2,,Flat,5.3,,,,,,ZoneB,11308.0,655000.0
4158,865,30/07/2016,Double Bay,3,2.0,House,11.2,2.0,,266.0,,2000.0,ZoneB,10579.0,1600000.0
4159,7962,11/11/2017,Abbotsford,4,2.0,House,8.4,4.0,,655.0,,,ZoneB,8801.0,1850000.0
4160,8263,25/11/2017,Greenwich,3,,House,5.2,,,,,,ZoneA,11918.0,1385000.0
4161,5533,17/06/2017,Liverpool,2,1.0,House,11.4,1.0,75.5,126.0,75.5,1970.0,ZoneB,3578.0,695000.0
4162,2785,16/07/2016,Malabar,3,1.0,House,5.5,2.0,,401.0,,,ZoneA,11364.0,1676000.0
4163,9426,24/02/2018,Preston,4,3.0,Terrace,13.8,2.0,,303.0,,2016.0,ZoneB,10969.0,1150000.0
4164,4535,20/05/2017,Preston,3,,Terrace,13.9,,,,,,ZoneB,10969.0,1050000.0
4165,8572,06/01/2018,Denver,2,,Flat,6.3,,,,,,ZoneC,6543.0,495000.0
4166,2138,10/12/2016,Denistone,3,1.0,House,13.7,2.0,,495.0,,,ZoneB,5454.0,1403000.0
4167,6975,23/09/2017,Wapping,2,1.0,Flat,5.4,2.0,,,,,ZoneB,10331.0,1130000.0
4168,6114,15/07/2017,Osbourne Park,4,2.0,House,6.2,2.0,151.0,388.0,151.0,1890.0,ZoneC,6232.0,1425000.0
4169,6414,03/09/2017,Enfield,3,,Terrace,11.2,,,,,,ZoneA,8870.0,599000.0
4170,9366,17/03/2018,Kellyville,2,,House,12.0,,,,,,ZoneA,21650.0,522500.0
4171,2784,16/04/2016,Malabar,3,3.0,House,5.5,1.0,,448.0,,,ZoneA,11364.0,1860000.0
4172,6273,29/07/2017,Chiswick,2,1.0,House,6.7,1.0,97.0,476.0,97.0,1930.0,ZoneA,11204.0,996000.0
4173,5204,01/07/2017,Double Bay,1,1.0,Flat,10.5,1.0,46.0,1993.0,46.0,2000.0,ZoneB,10579.0,380000.0
4174,2209,30/07/2016,Denistone,4,,Terrace,13.7,,,,,,ZoneB,5454.0,1200000.0
4175,7915,11/11/2017,Greenwich,2,1.0,House,5.2,,98.0,211.0,98.0,1900.0,ZoneA,11918.0,1340000.0
4176,5758,27/05/2017,Pennant Hills,4,,House,7.7,,,,,,ZoneB,8920.0,2001000.0
4177,178,18/06/2016,Oyster Bay,5,6.0,House,9.7,4.0,502.0,739.0,502.0,,ZoneB,5682.0,3400000.0
4178,3774,18/06/2016,Surrey Hills,2,1.0,House,2.6,0.0,,170.0,,1910.0,ZoneA,14949.0,1145000.0
4179,7561,21/10/2017,Haberfield,2,,Flat,8.5,,,,,,ZoneA,7485.0,490000.0
4180,2507,04/03/2017,Abbotsford,2,,Flat,11.2,,,,,,ZoneB,8801.0,866000.0
4181,8299,25/11/2017,Newcastle,3,1.0,House,7.3,1.0,,,,,ZoneB,10412.0,1810000.0
4182,4736,29/04/2017,Granville,1,1.0,Flat,8.0,1.0,53.0,62.0,53.0,1960.0,ZoneC,9264.0,426500.0
4183,1369,25/02/2017,Carlingford,2,1.0,Flat,11.4,1.0,,132.0,,1970.0,ZoneB,7822.0,601000.0
4184,5353,03/06/2017,Granville,3,1.0,House,7.5,1.0,,324.0,,,ZoneC,9264.0,900000.0
4185,4735,22/04/2017,Granville,1,1.0,House,8.0,1.0,,46.0,,1970.0,ZoneC,9264.0,350000.0
4186,2255,10/12/2016,Hillbrow,1,1.0,Flat,4.6,1.0,57.0,0.0,57.0,2004.0,ZoneB,11308.0,488000.0
4187,5091,08/04/2017,Heckenberg,2,1.0,Flat,3.3,0.0,73.0,5467.0,73.0,1970.0,ZoneB,14887.0,485000.0
4188,2675,18/06/2016,Osbourne Park,4,2.0,House,6.9,2.0,193.0,313.0,193.0,1910.0,ZoneC,6232.0,1345000.0
4189,9597,24/02/2018,Surrey Hills,2,,Flat,2.4,,,,,,ZoneA,14949.0,770000.0
4190,3091,27/06/2016,Chester Hill,4,,House,3.8,,,,,,ZoneB,8648.0,2252000.0
4191,3276,27/11/2016,Fairfield,2,,House,8.8,,,,,,ZoneA,14577.0,651000.0
4192,7700,28/10/2017,Pennant Hills,5,3.0,House,7.7,3.0,,696.0,,,ZoneB,8920.0,2650000.0
4193,3219,18/03/2017,Fairfield,2,1.0,House,8.8,2.0,85.0,479.0,85.0,1950.0,ZoneA,14577.0,876000.0
4194,4594,20/05/2017,Waverly,3,1.0,House,10.7,3.0,,724.0,,,ZoneB,6938.0,1270000.0
4195,3960,19/11/2016,Heckenberg,1,1.0,Flat,3.3,1.0,,,,,ZoneB,14887.0,480000.0
4196,8992,03/03/2018,Fairfield,2,,Flat,8.4,,,,,,ZoneA,14577.0,610000.0
4197,3566,24/09/2016,Kellyville,3,,House,11.2,,,,,,ZoneA,21650.0,600000.0
4198,5279,01/07/2017,Penrith,1,1.0,Flat,5.0,1.0,41.0,0.0,41.0,2005.0,ZoneB,13240.0,350000.0
4199,2630,10/09/2016,Osbourne Park,4,1.0,House,6.9,3.0,146.0,477.0,146.0,1910.0,ZoneC,6232.0,1211000.0
4200,1332,14/05/2016,Carlingford,3,2.0,Terrace,11.4,2.0,223.0,325.0,223.0,2005.0,ZoneB,7822.0,970000.0
4201,4215,12/11/2016,Leichhardt,3,,House,6.5,,,,,,ZoneA,8870.0,1265000.0
4202,3803,22/08/2016,Surrey Hills,3,2.0,House,2.6,1.0,,126.0,,,ZoneA,14949.0,1100000.0
4203,1540,03/09/2016,Granville,2,1.0,Flat,8.0,1.0,83.0,0.0,83.0,1980.0,ZoneC,9264.0,550000.0
4204,4206,10/09/2016,Leichhardt,2,1.0,Flat,6.5,1.0,,0.0,,,ZoneA,8870.0,505000.0
4205,4181,28/08/2016,Penrith,1,1.0,Flat,6.1,1.0,69.0,0.0,69.0,1995.0,ZoneB,13240.0,435000.0
4206,5202,01/07/2017,Preston,5,2.0,House,13.8,2.0,188.0,611.0,188.0,1950.0,ZoneB,10969.0,1220000.0
4207,268,12/11/2016,Chipping Norton,3,1.0,House,9.2,2.0,,464.0,,,ZoneB,7809.0,1300000.0
4208,7061,23/09/2017,Denver,2,1.0,Terrace,6.3,1.0,115.0,,115.0,2011.0,ZoneC,6543.0,740000.0
4209,1573,10/09/2016,Granville,2,1.0,Flat,8.0,1.0,,228.0,,,ZoneC,9264.0,645000.0
4210,9067,10/03/2018,Malabar,3,1.0,House,5.3,2.0,,422.0,,,ZoneA,11364.0,1010000.0
4211,1752,18/03/2017,Darlington,3,2.0,Terrace,6.4,1.0,,122.0,,,ZoneC,7570.0,820000.0
4212,2394,13/08/2016,Wapping,6,6.0,House,5.6,3.0,365.0,1334.0,365.0,1890.0,ZoneB,10331.0,6500000.0
4213,2556,18/06/2016,Abbotsford,2,,Flat,11.2,,,,,,ZoneB,8801.0,560000.0
4214,7,04/03/2017,Tempe,3,1.0,House,5.9,2.0,,623.0,,1938.0,ZoneC,6567.0,1284000.0
4215,8281,25/11/2017,Chiswick,3,,House,6.7,,,,,,ZoneA,11204.0,1155000.0
4216,2192,27/06/2016,Denistone,4,3.0,House,13.7,2.0,228.0,562.0,228.0,1950.0,ZoneB,5454.0,1460000.0
4217,5983,12/08/2017,Carlingford,3,1.0,House,10.1,2.0,,485.0,,,ZoneB,7822.0,1370000.0
4218,8546,06/01/2018,Kellyville,3,2.0,Terrace,12.0,2.0,97.0,,97.0,2011.0,ZoneA,21650.0,669000.0
4219,7486,21/10/2017,Kings Park,3,,Terrace,11.4,,,,,,ZoneB,6795.0,1075000.0
4220,8503,06/01/2018,Osbourne Park,3,1.0,House,6.2,1.0,,349.0,,,ZoneC,6232.0,1490000.0
4221,6258,29/07/2017,Greenwich,2,1.0,House,5.2,1.0,70.0,108.0,70.0,1970.0,ZoneA,11918.0,650000.0
4222,5224,01/07/2017,Newcastle,2,1.0,Flat,7.3,1.0,76.0,0.0,76.0,1965.0,ZoneB,10412.0,500000.0
4223,2731,07/05/2016,Malabar,3,,House,5.5,,,,,,ZoneA,11364.0,1280000.0
4224,4382,25/02/2017,Denver,3,2.0,House,7.0,2.0,211.0,542.0,211.0,2016.0,ZoneC,6543.0,1450000.0
4225,5560,17/06/2017,Surrey Hills,3,3.0,House,2.4,3.0,81.0,81.0,81.0,2000.0,ZoneA,14949.0,1425000.0
4226,3576,25/02/2017,Kellyville,3,,House,11.2,,,,,,ZoneA,21650.0,767000.0
4227,8708,09/12/2017,Chester Hill,5,3.0,House,3.5,0.0,210.0,249.0,210.0,1900.0,ZoneB,8648.0,2725000.0
4228,23,08/10/2016,Tempe,2,,House,5.9,,,,,,ZoneC,6567.0,872500.0
4229,9007,03/03/2018,Kellyville,2,,House,12.0,,,,,,ZoneA,21650.0,555000.0
4230,8389,25/11/2017,Surrey Hills,2,1.0,House,2.4,,,96.0,,,ZoneA,14949.0,1101000.0
4231,5307,03/06/2017,Preston,3,1.0,House,13.8,2.0,353.0,617.0,353.0,,ZoneB,10969.0,1315000.0
4232,6581,09/09/2017,Kellyville,2,1.0,House,12.0,2.0,,576.0,,,ZoneA,21650.0,680000.0
4233,3559,24/09/2016,Kellyville,5,3.0,House,11.2,4.0,,922.0,,,ZoneA,21650.0,925000.0
4234,7472,21/10/2017,Oyster Bay,2,,Flat,7.9,,,,,,ZoneB,5682.0,731000.0
4235,7211,07/10/2017,Oyster Bay,3,,House,7.9,,,,,,ZoneB,5682.0,1650000.0
4236,4507,13/05/2017,Kings Park,3,2.0,Terrace,13.0,2.0,,334.0,,2006.0,ZoneB,6795.0,1303000.0
4237,7293,07/10/2017,Surrey Hills,3,1.0,House,2.4,1.0,,,,,ZoneA,14949.0,1600000.0
4238,7034,23/09/2017,Surrey Hills,2,1.0,Flat,2.4,1.0,77.0,,77.0,2004.0,ZoneA,14949.0,702000.0
4239,3305,03/09/2016,Kellyville,3,,House,11.2,,,,,,ZoneA,21650.0,590000.0
4240,1623,17/09/2016,Granville,2,1.0,Flat,8.0,1.0,,156.0,,1994.0,ZoneC,9264.0,650000.0
4241,1511,27/06/2016,Chiswick,2,1.0,House,7.8,1.0,69.0,500.0,69.0,1975.0,ZoneA,11204.0,472000.0
4242,2926,18/03/2017,Haberfield,3,2.0,House,9.9,2.0,146.0,540.0,146.0,1999.0,ZoneA,7485.0,750000.0
4243,950,18/03/2017,Waverly,3,,House,10.7,,,,,,ZoneB,6938.0,1845000.0
4244,6902,23/09/2017,Oyster Bay,5,5.0,House,7.9,2.0,575.0,621.0,575.0,2009.0,ZoneB,5682.0,2580000.0
4245,8370,25/11/2017,Fairfield,4,2.0,House,8.4,2.0,152.0,,152.0,1930.0,ZoneA,14577.0,1585000.0
4246,1459,17/09/2016,Chiswick,4,2.0,House,7.8,1.0,,381.0,,1938.0,ZoneA,11204.0,1000000.0
4247,4758,08/04/2017,Newcastle,3,2.0,Terrace,9.2,2.0,131.0,0.0,131.0,1995.0,ZoneB,10412.0,1253000.0
4248,436,19/11/2016,Kings Park,2,1.0,Flat,13.0,3.0,109.0,336.0,109.0,1960.0,ZoneB,6795.0,820000.0
4249,6736,16/09/2017,Chester Hill,2,2.0,Flat,3.5,1.0,,,,2000.0,ZoneB,8648.0,685000.0
4250,4876,13/05/2017,Osbourne Park,2,1.0,House,6.9,1.0,,459.0,,,ZoneC,6232.0,1350000.0
4251,2327,27/11/2016,Hillbrow,4,2.0,House,4.6,2.0,275.0,410.0,275.0,1890.0,ZoneB,11308.0,1976000.0
4252,7058,23/09/2017,Leichhardt,3,,Terrace,7.0,,,,,,ZoneA,8870.0,903000.0
4253,812,18/06/2016,Double Bay,3,,House,11.2,,,,,,ZoneB,10579.0,2100000.0
4254,4824,08/04/2017,Hillbrow,1,1.0,Flat,4.6,1.0,77.5,6494.0,77.5,1965.0,ZoneB,11308.0,360000.0
4255,2790,17/09/2016,Malabar,1,1.0,Flat,5.5,0.0,,0.0,,,ZoneA,11364.0,410000.0
4256,6276,29/07/2017,Granville,3,2.0,Terrace,7.5,2.0,,292.0,,,ZoneC,9264.0,1002000.0
4257,7134,26/08/2017,Denistone,4,,House,13.8,,,,,,ZoneB,5454.0,1810000.0
4258,9123,17/02/2018,Newcastle,4,2.0,House,7.3,2.0,,771.0,,,ZoneB,10412.0,2200000.0
4259,3520,19/11/2016,Kellyville,4,1.0,House,11.2,2.0,152.0,770.0,152.0,1970.0,ZoneA,21650.0,730000.0
4260,5065,08/04/2017,Surrey Hills,1,,Flat,2.6,,,,,,ZoneA,14949.0,485000.0
4261,5235,01/07/2017,Hillbrow,2,1.0,Flat,5.3,1.0,,2338.0,,,ZoneB,11308.0,450000.0
4262,8363,25/11/2017,Fairfield,2,,Terrace,8.4,,,,,,ZoneA,14577.0,665000.0
4263,7938,11/11/2017,Newcastle,2,,House,7.3,,,,,,ZoneB,10412.0,805000.0
4264,2732,07/05/2016,Malabar,4,2.0,House,5.5,1.0,218.0,415.0,218.0,1900.0,ZoneA,11364.0,1700000.0
4265,2020,15/10/2016,Enfield,2,1.0,Flat,13.0,2.0,81.0,200.0,81.0,2000.0,ZoneA,8870.0,410000.0
4266,9317,17/03/2018,Abbotsford,4,2.0,Terrace,8.4,1.0,,170.0,,,ZoneB,8801.0,1042000.0
4267,8278,25/11/2017,Chiswick,2,,House,6.7,,,,,,ZoneA,11204.0,870000.0
4268,3722,14/05/2016,Surrey Hills,3,1.0,House,2.6,1.0,110.0,199.0,110.0,1920.0,ZoneA,14949.0,1182000.0
4269,3462,16/04/2016,Kellyville,3,,House,11.2,,,,,,ZoneA,21650.0,567000.0
4270,7419,14/10/2017,Chester Hill,2,,House,3.5,,,,,,ZoneB,8648.0,548000.0
4271,1849,10/12/2016,Newcastle,4,,House,9.2,,,,,,ZoneB,10412.0,1870000.0
4272,2331,28/05/2016,Hillbrow,2,1.0,Flat,4.6,1.0,85.0,0.0,85.0,1970.0,ZoneB,11308.0,495000.0
4273,7105,26/08/2017,Greenwich,3,1.0,House,5.2,2.0,,,,,ZoneA,11918.0,1250000.0
4274,6147,15/07/2017,Penrith,2,,Flat,5.0,,,,,,ZoneB,13240.0,580000.0
4275,528,07/11/2016,Preston,4,,Terrace,13.9,,,,,,ZoneB,10969.0,1280000.0
4276,5214,01/07/2017,Chiswick,4,2.0,House,6.7,2.0,80.0,463.0,80.0,1960.0,ZoneA,11204.0,922000.0
4277,6545,09/09/2017,Abbotsford,4,2.0,House,8.4,2.0,,576.0,,,ZoneB,8801.0,2525000.0
4278,3976,24/09/2016,Heckenberg,3,,House,3.3,,,,,,ZoneB,14887.0,2682000.0
4279,6165,22/07/2017,Chipping Norton,4,4.0,House,9.7,3.0,266.0,929.0,266.0,1960.0,ZoneB,7809.0,1850000.0
4280,5673,24/06/2017,Fairfield,2,1.0,House,8.4,2.0,,525.0,,,ZoneA,14577.0,1365000.0
4281,6897,19/08/2017,Leichhardt,2,,Terrace,7.0,,,,,,ZoneA,8870.0,625000.0
4282,3152,08/10/2016,Fairfield,2,,Flat,8.8,,,,,,ZoneA,14577.0,410000.0
4283,3913,12/06/2016,Heckenberg,2,2.0,Flat,3.3,1.0,,0.0,,,ZoneB,14887.0,1030000.0
4284,3448,15/10/2016,Kellyville,2,1.0,House,11.2,1.0,,750.0,,,ZoneA,21650.0,650000.0
4285,4113,18/03/2017,Penrith,2,1.0,Flat,6.1,0.0,,0.0,,1955.0,ZoneB,13240.0,582000.0
4286,9510,24/02/2018,Denistone,2,1.0,House,13.8,1.0,,856.0,,,ZoneB,5454.0,2220000.0
4287,7113,26/08/2017,Chiswick,4,2.0,House,6.7,2.0,,,,,ZoneA,11204.0,990000.0
4288,1842,10/09/2016,Newcastle,6,3.0,House,9.2,2.0,,650.0,,1940.0,ZoneB,10412.0,2250000.0
4289,163,15/10/2016,Oyster Bay,4,3.0,House,9.7,2.0,336.0,674.0,336.0,1997.0,ZoneB,5682.0,2730000.0
4290,2606,03/12/2016,Osbourne Park,4,2.0,House,6.9,3.0,,668.0,,,ZoneC,6232.0,1715000.0
4291,8167,18/11/2017,Haberfield,4,,House,8.5,,,,,,ZoneA,7485.0,1000000.0
4292,6558,09/09/2017,Malabar,4,1.0,House,5.3,1.0,112.0,442.0,112.0,1920.0,ZoneA,11364.0,1685000.0
4293,7778,28/10/2017,Malabar,3,2.0,House,5.3,1.0,117.0,137.0,117.0,1900.0,ZoneA,11364.0,1050000.0
4294,322,27/06/2016,Chipping Norton,5,3.0,House,9.2,2.0,200.0,842.0,200.0,1961.0,ZoneB,7809.0,1875000.0
4295,4040,04/03/2017,Penrith,4,2.0,House,6.1,3.0,160.0,420.0,160.0,1910.0,ZoneB,13240.0,2000000.0
4296,4885,29/04/2017,Osbourne Park,4,2.0,House,6.9,3.0,246.0,431.0,246.0,1910.0,ZoneC,6232.0,955000.0
4297,9037,03/03/2018,Penrith,2,,Flat,5.0,,,,,,ZoneB,13240.0,462000.0
4298,3532,22/05/2016,Kellyville,2,1.0,Terrace,11.2,1.0,91.0,126.0,91.0,2013.0,ZoneA,21650.0,490000.0
4299,7949,11/11/2017,Denistone,5,3.0,House,13.8,2.0,,581.0,,,ZoneB,5454.0,2200000.0
4300,9050,03/03/2018,Leichhardt,3,1.0,House,7.0,2.0,139.0,455.0,139.0,1952.0,ZoneA,8870.0,1192000.0
4301,5801,27/05/2017,Hillbrow,3,1.0,House,5.3,1.0,,271.0,,,ZoneB,11308.0,1870000.0
4302,9606,24/02/2018,Heckenberg,2,,Flat,2.7,,,,,,ZoneB,14887.0,825500.0
4303,9369,17/03/2018,Surrey Hills,2,1.0,Terrace,2.4,1.0,,79.0,,,ZoneA,14949.0,1000000.0
4304,7099,26/08/2017,Greenwich,2,,House,5.2,,,,,,ZoneA,11918.0,830000.0
4305,5479,17/06/2017,Greenwich,3,1.0,House,5.2,4.0,182.0,479.0,182.0,1925.0,ZoneA,11918.0,1925000.0
4306,9376,17/03/2018,Surrey Hills,3,1.0,House,2.4,3.0,,370.0,,,ZoneA,14949.0,1530000.0
4307,2894,10/12/2016,Haberfield,4,2.0,House,9.9,2.0,,770.0,,,ZoneA,7485.0,990000.0
4308,3908,10/12/2016,Heckenberg,1,1.0,Flat,3.3,1.0,41.0,0.0,41.0,1980.0,ZoneB,14887.0,380000.0
4309,4843,13/05/2017,Wapping,5,4.0,House,5.6,2.0,490.0,800.0,490.0,2012.0,ZoneB,10331.0,4515000.0
4310,6557,09/09/2017,Malabar,3,2.0,House,5.3,1.0,,,,,ZoneA,11364.0,1260000.0
4311,2294,18/06/2016,Hillbrow,3,2.0,Flat,4.6,1.0,196.0,0.0,196.0,2010.0,ZoneB,11308.0,1975000.0
